roll_no,name,section,password,email,gender,contact,dob,address
2111cs030251,Rupal Joshi,it,Rupal123,2111cs030251@mallareddyuniversity.ac.in,Female,8169250743,05-02-2003,"Plot No. 741, Banjara Hills, Hyderabad, India"
2111cs030252,Manish Srinivasan,it,Manish123,2111cs030252@mallareddyuniversity.ac.in,Male,9738105264,28-11-2003,"Plot No. 852, Hitech City, Hyderabad, India"
2111cs030253,Prakash Mehta,it,Prakash123,2111cs030253@mallareddyuniversity.ac.in,Male,6894157320,12-09-2003,"Plot No. 147, Gachibowli, Hyderabad, India"
2111cs030254,Pradeep Gupta,it,Pradeep123,2111cs030254@mallareddyuniversity.ac.in,Male,8421976503,31-05-2003,"Plot No. 369, Kondapur, Hyderabad, India"
2111cs030255,Rajesh Srinivasan,it,Rajesh123,2111cs030255@mallareddyuniversity.ac.in,Male,6124978530,18-02-2003,"Plot No. 258, Madhapur, Hyderabad, India"
2111cs030256,Mona Pandey,it,Mona123,2111cs030256@mallareddyuniversity.ac.in,Female,9051784263,07-11-2003,"Plot No. 654, Ameerpet, Hyderabad, India"
2111cs030257,Geeta Menon,it,Geeta123,2111cs030257@mallareddyuniversity.ac.in,Female,7269084513,22-07-2003,"Plot No. 852, Miyapur, Hyderabad, India"
2111cs030258,Anjali Saxena,it,Anjali123,2111cs030258@mallareddyuniversity.ac.in,Female,8214970563,10-04-2003,"Plot No. 741, Kukatpally, Hyderabad, India"
2111cs030259,Rahul Nair,it,Rahul123,2111cs030259@mallareddyuniversity.ac.in,Male,7542139608,16-12-2003,"Plot No. 963, Begumpet, Hyderabad, India"
2111cs030260,Divya Kapoor,it,Divya123,2111cs030260@mallareddyuniversity.ac.in,Female,6382105794,01-09-2003,"Plot No. 963, Mehdipatnam, Hyderabad, India"
2111cs030261,Anita Choudhary,iot,Anita123,2111cs030261@mallareddyuniversity.ac.in,Female,9074128563,20-06-2003,"Plot No. 852, Nampally, Hyderabad, India"
2111cs030262,Sangeeta Nair,iot,Sangeeta123,2111cs030262@mallareddyuniversity.ac.in,Female,7183290654,26-03-2003,"Plot No. 741, Charminar, Hyderabad, India"
2111cs030263,Shyam Murthy,iot,Shyam123,2111cs030263@mallareddyuniversity.ac.in,Male,8297610354,13-12-2003,"Plot No. 369, Secunderabad, Hyderabad, India"
2111cs030264,Anita Gupta,iot,Anita123,2111cs030264@mallareddyuniversity.ac.in,Female,6735089214,28-08-2003,"Plot No. 258, Habsiguda, Hyderabad, India"
2111cs030265,Rajiv Deshmukh,iot,Rajiv123,2111cs030265@mallareddyuniversity.ac.in,Male,9458632071,20-07-2003,"Plot No. 654, Uppal, Hyderabad, India"
2111cs030266,Shalini Panicker,iot,Shalini123,2111cs030266@mallareddyuniversity.ac.in,Female,7560428139,04-02-2003,"Plot No. 963, Dilsukhnagar, Hyderabad, India"
2111cs030267,Megha Desai,iot,Megha123,2111cs030267@mallareddyuniversity.ac.in,Female,8921346705,23-11-2003,"Plot No. 741, Malakpet, Hyderabad, India"
2111cs030268,Ankit Bhatia,iot,Ankit123,2111cs030268@mallareddyuniversity.ac.in,Male,6247309185,09-09-2003,"Plot No. 852, Tarnaka, Hyderabad, India"
2111cs030269,Shalini Sharma,iot,Shalini123,2111cs030269@mallareddyuniversity.ac.in,Female,9714685302,25-05-2003,"Plot No. 147, Kompally, Hyderabad, India"
2111cs030270,Pallavi Menon,iot,Pallavi123,2111cs030270@mallareddyuniversity.ac.in,Female,7158390264,12-02-2003,"Plot No. 369, Shamirpet, Hyderabad, India"
2111cs030271,Sarita Khanna,iot,Sarita123,2111cs030271@mallareddyuniversity.ac.in,Female,8369257104,31-10-2003,"Plot No. 963, Ghatkesar, Hyderabad, India"
2111cs030272,Vijay Deshpande,iot,Vijay123,2111cs030272@mallareddyuniversity.ac.in,Male,9270631458,16-07-2003,"Plot No. 741, Boduppal, Hyderabad, India"
2111cs030273,Prashant Malhotra,iot,Prashant123,2111cs030273@mallareddyuniversity.ac.in,Male,7039584621,08-04-2003,"Plot No. 852, Lingampally, Hyderabad, India"
2111cs030274,Priya Chatterjee,iot,Priya123,2111cs030274@mallareddyuniversity.ac.in,Female,8452671093,24-12-2003,"Plot No. 258, Manikonda, Hyderabad, India"
2111cs030275,Asha Sharma,iot,Asha123,2111cs030275@mallareddyuniversity.ac.in,Female,6928405137,01-09-2003,"Plot No. 654, Bachupally, Hyderabad, India"
2111cs030276,Rita Mehra,iot,Rita123,2111cs030276@mallareddyuniversity.ac.in,Female,9342718605,18-06-2003,"Plot No. 963, Patancheru, Hyderabad, India"
2111cs030277,Kavitha Menon,iot,Kavitha123,2111cs030277@mallareddyuniversity.ac.in,Female,5683109472,23-03-2003,"Plot No. 741, Kothapet, Hyderabad, India"
2111cs030278,Kiran Mehta,iot,Kiran123,2111cs030278@mallareddyuniversity.ac.in,Female,8275064913,12-12-2003,"Plot No. 852, Attapur, Hyderabad, India"
2111cs030279,Mukesh Srinivasan,iot,Mukesh123,2111cs030279@mallareddyuniversity.ac.in,Male,7492056183,27-08-2003,"Plot No. 147, Sainikpuri, Hyderabad, India"
2111cs030280,Vishnu Menon,iot,Vishnu123,2111cs030280@mallareddyuniversity.ac.in,Male,9164720853,19-07-2003,"Plot No. 369, Uppal, Hyderabad, India"
2111cs030281,Shikha Mehra,iot,Shikha123,2111cs030281@mallareddyuniversity.ac.in,Female,8572109463,03-02-2003,"Plot No. 963, Nizampet, Hyderabad, India"
2111cs030282,Rachna Nair,iot,Rachna123,2111cs030282@mallareddyuniversity.ac.in,Female,7293854160,22-11-2003,"Plot No. 741, Miyapur, Hyderabad, India"
2111cs030283,Ananya Iyer,iot,Ananya123,2111cs030283@mallareddyuniversity.ac.in,Female,8945032176,06-09-2003,"Plot No. 852, Kompally, Hyderabad, India"
2111cs030284,Meera Kumar,iot,Meera123,2111cs030284@mallareddyuniversity.ac.in,Female,6309247518,26-05-2003,"Plot No. 258, Gachibowli, Hyderabad, India"
2111cs030285,Rahul Sharma,iot,Rahul123,2111cs030285@mallareddyuniversity.ac.in,Male,9045712638,10-02-2003,"Plot No. 654, Banjara Hills, Hyderabad, India"
2111cs030286,Gagan Malhotra,iot,Gagan123,2111cs030286@mallareddyuniversity.ac.in,Male,6784310952,07-08-2002,"Plot No. 963, Jubilee Hills, Hyderabad, India"
2111cs030287,Sudhir Pandey,iot,Sudhir123,2111cs030287@mallareddyuniversity.ac.in,Male,9427610358,23-12-2003,"Plot No. 741, Ameerpet, Hyderabad, India"
2111cs030288,Vijay Khan,iot,Vijay123,2111cs030288@mallareddyuniversity.ac.in,Male,7263954081,10-02-2002,"Plot No. 852, Madhapur, Hyderabad, India"
2111cs030289,Rani Joshi,iot,Rani123,2111cs030289@mallareddyuniversity.ac.in,Female,8362049571,29-07-2004,"Plot No. 147, Hitech City, Hyderabad, India"
2111cs030290,Asha Deshmukh,iot,Asha123,2111cs030290@mallareddyuniversity.ac.in,Female,9561734082,05-04-2003,"Plot No. 369, Kondapur, Hyderabad, India"
2111cs030291,Rashmi Menon,iot,Rashmi123,2111cs030291@mallareddyuniversity.ac.in,Female,7032581946,19-10-2004,"Plot No. 963, Begumpet, Hyderabad, India"
2111cs030292,Alok Verma,iot,Alok123,2111cs030292@mallareddyuniversity.ac.in,Male,8154630729,30-01-2002,"Plot No. 741, Miyapur, Hyderabad, India"
2111cs030293,Harshith Taylor,iot,Harshith123,2111cs030293@mallareddyuniversity.ac.in,Male,9461305278,16-08-2003,"Plot No. 852, Gachibowli, Hyderabad, India"
2111cs030294,Sonam Carter,iot,Sonam123,2111cs030294@mallareddyuniversity.ac.in,Female,6287431950,28-03-2004,"Plot No. 258, Banjara Hills, Hyderabad, India"
2111cs030295,Preeti Adams,iot,Preeti123,2111cs030295@mallareddyuniversity.ac.in,Female,9078163452,04-09-2002,"Plot No. 654, Jubilee Hills, Hyderabad,India"
2111cs030296,Priyanka Martinez,iot,Priyanka123,2111cs030296@mallareddyuniversity.ac.in,Female,7318964250,20-01-2003,"Plot No. 123, Jubilee Hills, Hyderabad, India"
2111cs030297,Gayatri Taylor,iot,Gayatri123,2111cs030297@mallareddyuniversity.ac.in,Female,8294375016,11-12-2003,"Plot No. 963, Jubilee Hills, Hyderabad, India"
2111cs030298,Varun King,iot,Varun123,2111cs030298@mallareddyuniversity.ac.in,Male,5946873102,20-09-2003,"Plot No. 741, Banjara Hills, Hyderabad, India"
2111cs030299,Rohini Taylor,iot,Rohini123,2111cs030299@mallareddyuniversity.ac.in,Female,9165082374,08-07-2003,"Plot No. 852, Hitech City, Hyderabad, India"
2111cs030300,Varun Wright,iot,Varun123,2111cs030300@mallareddyuniversity.ac.in,Male,7512498630,26-03-2003,"Plot No. 147, Gachibowli, Hyderabad, India"
2111cs030301,Avinash Moore,iot,Avinash123,2111cs030301@mallareddyuniversity.ac.in,Male,8640179253,05-11-2003,"Plot No. 369, Kondapur, Hyderabad, India"
2111cs030302,Manisha Mehra,iot,Manisha123,2111cs030302@mallareddyuniversity.ac.in,Female,6905473281,30-08-2003,"Plot No. 258, Madhapur, Hyderabad, India"
2111cs030303,Deepa Scott,iot,Deepa123,2111cs030303@mallareddyuniversity.ac.in,Female,9327064581,13-07-2003,"Plot No. 654, Ameerpet, Hyderabad, India"
2111cs030304,Anita Young,iot,Anita123,2111cs030304@mallareddyuniversity.ac.in,Female,7089241536,03-06-2003,"Plot No. 852, Miyapur, Hyderabad, India"
2111cs030305,Geeta Scott,iot,Geeta123,2111cs030305@mallareddyuniversity.ac.in,Female,8236904517,16-03-2003,"Plot No. 741, Kukatpally, Hyderabad, India"
2111cs030306,Aishwarya Davis,iot,Aishwarya123,2111cs030306@mallareddyuniversity.ac.in,Female,5421687930,15-11-2003,"Plot No. 963, Begumpet, Hyderabad, India"
2111cs030307,Anita King,iot,Anita123,2111cs030307@mallareddyuniversity.ac.in,Female,9046172385,29-09-2003,"Plot No. 963, Mehdipatnam, Hyderabad, India"
2111cs030308,Rajat Taylor,iot,Rajat123,2111cs030308@mallareddyuniversity.ac.in,Male,7812054396,07-08-2003,"Plot No. 852, Nampally, Hyderabad, India"
2111cs030309,Shanthi Clark,iot,Shanthi123,2111cs030309@mallareddyuniversity.ac.in,Female,6389572140,12-04-2003,"Plot No. 741, Charminar, Hyderabad, India"
2111cs030310,Manoj Clark,iot,Manoj123,2111cs030310@mallareddyuniversity.ac.in,Male,9274315806,21-09-2003,"Plot No. 369, Secunderabad, Hyderabad, India"
2111cs030311,Kunal Thomas,iot,Kunal123,2111cs030311@mallareddyuniversity.ac.in,Male,6725184039,18-08-2003,"Plot No. 258, Habsiguda, Hyderabad, India"
2111cs030312,Deepika Wright,iot,Deepika123,2111cs030312@mallareddyuniversity.ac.in,Female,8504329716,01-07-2003,"Plot No. 654, Uppal, Hyderabad, India"
2111cs030313,Madhu Anderson,iot,Madhu123,2111cs030313@mallareddyuniversity.ac.in,Female,7142093856,13-05-2003,"Plot No. 963, Dilsukhnagar, Hyderabad, India"
2111cs030314,Suresh Harris,iot,Suresh123,2111cs030314@mallareddyuniversity.ac.in,Male,8296351704,30-12-2003,"Plot No. 741, Malakpet, Hyderabad, India"
2111cs030315,Krishna Hall,iot,Krishna123,2111cs030315@mallareddyuniversity.ac.in,Male,9540378162,24-09-2003,"Plot No. 852, Tarnaka, Hyderabad, India"
2111cs030316,Arun White,iot,Arun123,2111cs030316@mallareddyuniversity.ac.in,Male,6218735409,08-07-2002,"Plot No. 147, Kompally, Hyderabad, India"
2111cs030317,Divya Lewis,iot,Divya123,2111cs030317@mallareddyuniversity.ac.in,Female,8964072513,17-03-2004,"Plot No. 369, Shamirpet, Hyderabad, India"
2111cs030318,Seema Carter,cyber security,Seema123,2111cs030318@mallareddyuniversity.ac.in,Female,7035189246,09-11-2002,"Plot No. 963, Ghatkesar, Hyderabad, India"
2111cs030319,Anjali Young,cyber security,Anjali123,2111cs030319@mallareddyuniversity.ac.in,Female,8346250973,22-08-2004,"Plot No. 741, Boduppal, Hyderabad, India"
2111cs030320,Rajesh Kumar,cyber security,Rajesh123,2111cs030320@mallareddyuniversity.ac.in,Male,9651307482,28-07-2002,"Plot No. 852, Lingampally, Hyderabad, India"
2111cs030321,Ashish Moore,cyber security,Ashish123,2111cs030321@mallareddyuniversity.ac.in,Male,7164839205,07-04-2004,"Plot No. 258, Manikonda, Hyderabad, India"
2111cs030322,Deepa Taylor,cyber security,Deepa123,2111cs030322@mallareddyuniversity.ac.in,Female,8254130967,26-09-2002,"Plot No. 654, Bachupally, Hyderabad, India"
2111cs030323,Prakash White,cyber security,Prakash123,2111cs030323@mallareddyuniversity.ac.in,Male,5361204987,13-08-2004,"Plot No. 963, Patancheru, Hyderabad, India"
2111cs030324,Suresh King,cyber security,Suresh123,2111cs030324@mallareddyuniversity.ac.in,Male,9486057132,02-07-2002,"Plot No. 741, Kothapet, Hyderabad, India"
2111cs030325,Rajeev Martinez,cyber security,Rajeev123,2111cs030325@mallareddyuniversity.ac.in,Male,7643150829,11-03-2004,"Plot No. 852, Attapur, Hyderabad, India"
2111cs030326,Shikha Adams,cyber security,Shikha123,2111cs030326@mallareddyuniversity.ac.in,Female,8120946357,22-10-2002,"Plot No. 147, Sainikpuri, Hyderabad, India"
2111cs030327,Anita Lee,cyber security,Anita123,2111cs030327@mallareddyuniversity.ac.in,Female,9350178264,15-08-2004,"Plot No. 369, Uppal, Hyderabad, India"
2111cs030328,Deepthi Walker,cyber security,Deepthi123,2111cs030328@mallareddyuniversity.ac.in,Female,6073495182,31-05-2002,"Plot No. 963, Nizampet, Hyderabad, India"
2111cs030329,Raghavendra Young,cyber security,Raghavendra123,2111cs030329@mallareddyuniversity.ac.in,Male,8795402163,26-03-2004,"Plot No. 741, Miyapur, Hyderabad, India"
2111cs030330,Nithya Carter,cyber security,Nithya123,2111cs030330@mallareddyuniversity.ac.in,Female,7269180435,11-12-2003,"Plot No. 852, Kompally, Hyderabad, India"
2111cs030331,Ankit Wright,cyber security,Ankit123,2111cs030331@mallareddyuniversity.ac.in,Male,8327451096,20-09-2003,"Plot No. 258, Gachibowli, Hyderabad, India"
2111cs030332,Anita Taylor,cyber security,Anita123,2111cs030332@mallareddyuniversity.ac.in,Female,9564013278,08-07-2003,"Plot No. 654, Banjara Hills, Hyderabad, India"
2111cs030333,Anju Phillips,cyber security,Anju123,2111cs030333@mallareddyuniversity.ac.in,Female,7095834126,26-03-2003,"Plot No. 963, Jubilee Hills, Hyderabad, India"
2111cs030334,Ananya Wilson,cyber security,Ananya123,2111cs030334@mallareddyuniversity.ac.in,Female,8637210459,05-11-2003,"Plot No. 741, Ameerpet, Hyderabad, India"
2111cs030335,Gayatri Rao,cyber security,Gayatri123,2111cs030335@mallareddyuniversity.ac.in,Female,9216850347,30-08-2003,"Plot No. 852, Madhapur, Hyderabad, India"
2111cs030336,Aravind Taylor,cyber security,Aravind123,2111cs030336@mallareddyuniversity.ac.in,Male,7849053126,13-07-2003,"Plot No. 147, Hitech City, Hyderabad, India"
2111cs030337,Neha Thompson,cyber security,Neha123,2111cs030337@mallareddyuniversity.ac.in,Female,6958741230,03-06-2003,"Plot No. 369, Kondapur, Hyderabad, India"
2111cs030338,Raghav Lee,cyber security,Raghav123,2111cs030338@mallareddyuniversity.ac.in,Male,8432051976,16-03-2003,"Plot No. 963, Begumpet, Hyderabad, India"
2111cs030339,Rajendra Lopez,cyber security,Rajendra123,2111cs030339@mallareddyuniversity.ac.in,Male,7194852063,15-11-2003,"Plot No. 741, Miyapur, Hyderabad, India"
2111cs030340,Amit Moore,cyber security,Amit123,2111cs030340@mallareddyuniversity.ac.in,Male,8765432109,13-11-2004,"Plot No. 852, Gachibowli, Hyderabad, India"
2111cs030341,Rashmi Clark,cyber security,Rashmi123,2111cs030341@mallareddyuniversity.ac.in,Female,9231564870,25-06-2002,"Plot No. 258, Banjara Hills, Hyderabad, India"
2111cs030342,Ankit Harris,cyber security,Ankit123,2111cs030342@mallareddyuniversity.ac.in,Male,7509421863,01-03-2003,"Plot No. 654, Jubilee Hills, Hyderabad,"
2111cs030343,Nandini Allen,cyber security,Nandini123,2111cs030343@mallareddyuniversity.ac.in,Female,8693075241,17-09-2004,"Plot No. 963, Jubilee Hills, Hyderabad, India"
2111cs030344,Rohit Jackson,cyber security,Rohit123,2111cs030344@mallareddyuniversity.ac.in,Male,9157623084,30-05-2002,"Plot No. 741, Banjara Hills, Hyderabad, India"
2111cs030345,Sonam Clark,cyber security,Sonam123,2111cs030345@mallareddyuniversity.ac.in,Female,7803154926,06-08-2003,"Plot No. 852, Hitech City, Hyderabad, India"
2111cs030346,Vijaya Moore,cyber security,Vijaya123,2111cs030346@mallareddyuniversity.ac.in,Female,6425197038,22-12-2004,"Plot No. 147, Gachibowli, Hyderabad, India"
2111cs030347,Amit Mehra,cyber security,Amit123,2111cs030347@mallareddyuniversity.ac.in,Male,9082741635,09-02-2002,"Plot No. 369, Kondapur, Hyderabad, India"
2111cs030348,Ananya Thompson,cyber security,Ananya123,2111cs030348@mallareddyuniversity.ac.in,Female,7590843261,28-07-2003,"Plot No. 258, Madhapur, Hyderabad, India"
2111cs030349,Aravind Green,cyber security,Aravind123,2111cs030349@mallareddyuniversity.ac.in,Male,6371290845,03-04-2004,"Plot No. 654, Ameerpet, Hyderabad, India"
2111cs030350,Gaurav Mitchell,cyber security,Gaurav123,2111cs030350@mallareddyuniversity.ac.in,Male,8925634107,19-10-2002,"Plot No. 852, Miyapur, Hyderabad, India"
2111cs030351,Pooja Walker,cyber security,Pooja123,2111cs030351@mallareddyuniversity.ac.in,Female,7018354962,31-01-2003,"Plot No. 741, Kukatpally, Hyderabad, India"
2111cs030352,Neha Lewis,cyber security,Neha123,2111cs030352@mallareddyuniversity.ac.in,Female,8289476501,17-08-2004,"Plot No. 963, Begumpet, Hyderabad, India"
2111cs030353,Sangeeta Wilson,cyber security,Sangeeta123,2111cs030353@mallareddyuniversity.ac.in,Female,9760354821,26-03-2002,"Plot No. 963, Mehdipatnam, Hyderabad, India"
2111cs030354,Nidhi Mehra,cyber security,Nidhi123,2111cs030354@mallareddyuniversity.ac.in,Female,7382091645,10-02-2003,"Plot No. 852, Nampally, Hyderabad, India"
2111cs030355,Shalini Thompson,cyber security,Shalini123,2111cs030355@mallareddyuniversity.ac.in,Female,8106395724,25-08-2003,"Plot No. 741, Charminar, Hyderabad, India"
2111cs030356,Nitin Lewis,cyber security,Nitin123,2111cs030356@mallareddyuniversity.ac.in,Male,9547108263,07-04-2003,"Plot No. 369, Secunderabad, Hyderabad, India"
2111cs030357,Kirti Lee,cyber security,Kirti123,2111cs030357@mallareddyuniversity.ac.in,Female,6829351704,15-12-2003,"Plot No. 258, Habsiguda, Hyderabad, India"
2111cs030358,Rohit Lewis,aiml,Rohit123,2111cs030358@mallareddyuniversity.ac.in,Male,9136402578,18-06-2003,"Plot No. 654, Uppal, Hyderabad, India"
2111cs030359,Srinath Lopez,aiml,Srinath123,2111cs030359@mallareddyuniversity.ac.in,Male,7031859624,21-02-2003,"Plot No. 963, Dilsukhnagar, Hyderabad, India"
2111cs030360,Santosh Mitchell,aiml,Santosh123,2111cs030360@mallareddyuniversity.ac.in,Male,8675309142,29-10-2003,"Plot No. 741, Malakpet, Hyderabad, India"
2111cs030361,Ashwini Kumar,aiml,Ashwini123,2111cs030361@mallareddyuniversity.ac.in,Female,9258640371,03-08-2003,"Plot No. 852, Tarnaka, Hyderabad, India"
2111cs030362,Isha Green,aiml,Isha123,2111cs030362@mallareddyuniversity.ac.in,Female,7503196482,12-04-2003,"Plot No. 147, Kompally, Hyderabad, India"
2111cs030363,Arun Rao,aiml,Arun123,2111cs030363@mallareddyuniversity.ac.in,Male,8624937105,30-12-2003,"Plot No. 369, Shamirpet, Hyderabad, India"
2111cs030364,Sonam Hill,aiml,Sonam123,2111cs030364@mallareddyuniversity.ac.in,Female,7091526834,06-10-2002,"Plot No. 963, Ghatkesar, Hyderabad, India"
2111cs030365,Manish Thompson,aiml,Manish123,2111cs030365@mallareddyuniversity.ac.in,Male,9362051748,23-06-2003,"Plot No. 741, Boduppal, Hyderabad, India"
2111cs030366,Ashwini Jackson,aiml,Ashwini123,2111cs030366@mallareddyuniversity.ac.in,Female,8192670354,27-02-2003,"Plot No. 852, Lingampally, Hyderabad, India"
2111cs030367,Shivani Joshi,aiml,Shivani123,2111cs030367@mallareddyuniversity.ac.in,Female,7945821630,11-11-2003,"Plot No. 258, Manikonda, Hyderabad, India"
2111cs030368,Ankit Green,aiml,Ankit123,2111cs030368@mallareddyuniversity.ac.in,Male,6459302178,14-07-2003,"Plot No. 654, Bachupally, Hyderabad, India"
2111cs030369,Ajay Harris,aiml,Ajay123,2111cs030369@mallareddyuniversity.ac.in,Male,9078153642,17-03-2003,"Plot No. 963, Patancheru, Hyderabad, India"
2111cs030370,Harshith Turner,aiml,Harshith123,2111cs030370@mallareddyuniversity.ac.in,Male,7265048319,11-12-2003,"Plot No. 741, Kothapet, Hyderabad, India"
2111cs030371,Rashmi Lewis,aiml,Rashmi123,2111cs030371@mallareddyuniversity.ac.in,Female,8406732195,20-09-2003,"Plot No. 852, Attapur, Hyderabad, India"
2111cs030372,Karishma Gupta,aiml,Karishma123,2111cs030372@mallareddyuniversity.ac.in,Female,9764052318,08-07-2003,"Plot No. 147, Sainikpuri, Hyderabad, India"
2111cs030373,Manish Lopez,aiml,Manish123,2111cs030373@mallareddyuniversity.ac.in,Male,7314280659,26-03-2003,"Plot No. 369, Uppal, Hyderabad, India"
2111cs030374,Shivani Hall,aiml,Shivani123,2111cs030374@mallareddyuniversity.ac.in,Female,8163542097,05-11-2003,"Plot No. 963, Nizampet, Hyderabad, India"
2111cs030375,Kirti Carter,aiml,Kirti123,2111cs030375@mallareddyuniversity.ac.in,Female,9450372168,14-11-2003,"Plot No. 741, Miyapur, Hyderabad, India"
2111cs030376,Pradeep Jackson,aiml,Pradeep123,2111cs030376@mallareddyuniversity.ac.in,Male,6734289510,26-06-2004,"Plot No. 852, Kompally, Hyderabad, India"
2111cs030377,Shivani Lewis,aiml,Shivani123,2111cs030377@mallareddyuniversity.ac.in,Female,8953164027,02-03-2002,"Plot No. 258, Gachibowli, Hyderabad, India"
2111cs030378,Rajesh Mitchell,aiml,Rajesh123,2111cs030378@mallareddyuniversity.ac.in,Male,6089237145,18-09-2003,"Plot No. 654, Banjara Hills, Hyderabad, India"
2111cs030379,Priya White,aiml,Priya123,2111cs030379@mallareddyuniversity.ac.in,Female,7240915368,31-05-2004,"Plot No. 963, Jubilee Hills, Hyderabad, India"
2111cs030380,Ankit Lewis,aiml,Ankit123,2111cs030380@mallareddyuniversity.ac.in,Male,8492673051,07-08-2002,"Plot No. 741, Ameerpet, Hyderabad, India"
2111cs030381,Avinash Harris,aiml,Avinash123,2111cs030381@mallareddyuniversity.ac.in,Male,7065184932,23-12-2003,"Plot No. 852, Madhapur, Hyderabad, India"
2111cs030382,Preeti Scott,aiml,Preeti123,2111cs030382@mallareddyuniversity.ac.in,Female,9230561784,10-02-2002,"Plot No. 147, Hitech City, Hyderabad, India"
2111cs030383,Shwetha Martin,aiml,Shwetha123,2111cs030383@mallareddyuniversity.ac.in,Female,7594213086,29-07-2004,"Plot No. 369, Kondapur, Hyderabad, India"
2111cs030384,Manish Turner,aiml,Manish123,2111cs030384@mallareddyuniversity.ac.in,Male,6389524710,05-04-2003,"Plot No. 963, Begumpet, Hyderabad, India"
2111cs030385,Nisha Phillips,aiml,Nisha123,2111cs030385@mallareddyuniversity.ac.in,Female,8923417605,19-10-2004,"Plot No. 741, Miyapur, Hyderabad, India"
2111cs030386,Shubham Clark,aiml,Shubham123,2111cs030386@mallareddyuniversity.ac.in,Male,7079865324,30-01-2002,"Plot No. 852, Gachibowli, Hyderabad, India"
2111cs030387,Sneha Martinez,aiml,Sneha123,2111cs030387@mallareddyuniversity.ac.in,Female,8374012965,16-08-2003,"Plot No. 258, Banjara Hills, Hyderabad, India"
2111cs030388,Prakash Anderson,aiml,Prakash123,2111cs030388@mallareddyuniversity.ac.in,Male,9548276103,28-03-2004,"Plot No. 654, Jubilee Hills, Hyderabad,"
2111cs030389,Girish Young,aiml,Girish123,2111cs030389@mallareddyuniversity.ac.in,Male,6182530794,04-09-2002,"Plot No. 963, Jubilee Hills, Hyderabad, India"
2111cs030390,Karthik Davis,aiml,Karthik123,2111cs030390@mallareddyuniversity.ac.in,Male,9067381245,20-01-2003,"Plot No. 741, Banjara Hills, Hyderabad, India"
2111cs030391,Priya Allen,aiml,Priya123,2111cs030391@mallareddyuniversity.ac.in,Female,7482069351,09-07-2004,"Plot No. 852, Hitech City, Hyderabad, India"
2111cs030392,Sujata Adams,aiml,Sujata123,2111cs030392@mallareddyuniversity.ac.in,Female,8254793601,15-05-2002,"Plot No. 147, Gachibowli, Hyderabad, India"
2111cs030393,Aarav Gupta,aiml,Aarav123,2111cs030393@mallareddyuniversity.ac.in,Male,6902345718,27-12-2003,"Plot No. 369, Kondapur, Hyderabad, India"
2111cs030394,Aishwarya Joshi,aiml,Aishwarya123,2111cs030394@mallareddyuniversity.ac.in,Female,9315064827,13-11-2004,"Plot No. 258, Madhapur, Hyderabad, India"
2111cs030395,Akash Kumar,aiml,Akash123,2111cs030395@mallareddyuniversity.ac.in,Male,7128369054,25-06-2002,"Plot No. 654, Ameerpet, Hyderabad, India"
2111cs030396,Amit Mehra,aiml,Amit123,2111cs030396@mallareddyuniversity.ac.in,Male,8469350721,01-03-2003,"Plot No. 852, Miyapur, Hyderabad, India"
2111cs030397,Ananya Pandey,aiml,Ananya123,2111cs030397@mallareddyuniversity.ac.in,Female,9790415238,17-09-2004,"Plot No. 741, Kukatpally, Hyderabad, India"
2111cs030398,Ankit Patel,aiml,Ankit123,2111cs030398@mallareddyuniversity.ac.in,Male,7453920168,30-05-2002,"Plot No. 963, Begumpet, Hyderabad, India"
2111cs030399,Arjun Rao,aiml,Arjun123,2111cs030399@mallareddyuniversity.ac.in,Male,8632054917,06-08-2003,"Plot No. 963, Mehdipatnam, Hyderabad, India"
2111cs030400,Divya Sharma,aiml,Divya123,2111cs030400@mallareddyuniversity.ac.in,Female,5948671302,22-12-2004,"Plot No. 852, Nampally, Hyderabad, India"
2111cs030401,Gaurav Singh,aiml,Gaurav123,2111cs030401@mallareddyuniversity.ac.in,Male,9074321586,09-02-2002,"Plot No. 741, Charminar, Hyderabad, India"
2111cs030402,Isha Verma,aiml,Isha123,2111cs030402@mallareddyuniversity.ac.in,Female,7281956034,28-07-2003,"Plot No. 369, Secunderabad, Hyderabad, India"
2111cs030403,Ravi Gupta,aiml,Ravi123,2111cs030403@mallareddyuniversity.ac.in,Male,8245039716,03-04-2004,"Plot No. 258, Habsiguda, Hyderabad, India"
2111cs030404,Deepika Joshi,aiml,Deepika123,2111cs030404@mallareddyuniversity.ac.in,Female,6721589034,19-10-2002,"Plot No. 654, Uppal, Hyderabad, India"
2111cs030405,Rahul Kumar,aiml,Rahul123,2111cs030405@mallareddyuniversity.ac.in,Male,9084215367,31-01-2003,"Plot No. 963, Dilsukhnagar, Hyderabad, India"
2111cs030406,Sneha Mehra,aiml,Sneha123,2111cs030406@mallareddyuniversity.ac.in,Female,7513894206,17-08-2004,"Plot No. 741, Malakpet, Hyderabad, India"
2111cs030407,Neha Pandey,aiml,Neha123,2111cs030407@mallareddyuniversity.ac.in,Female,8274065319,26-03-2002,"Plot No. 852, Tarnaka, Hyderabad, India"
2111cs030408,Rohan Patel,aiml,Rohan123,2111cs030408@mallareddyuniversity.ac.in,Male,5430821796,11-09-2003,"Plot No. 147, Kompally, Hyderabad, India"
